Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.236,0.116,240.74,1.0,0.0,0.0,1.0
0.482,0.0,242.38,2.0,0.0,0.0,0.0
0.206,0.048,241.04,0.8,0.0,0.0,0.0
0.33,0.108,239.21,1.4,0.0,0.0,1.0
0.304,0.086,243.97,1.2,0.0,0.0,0.0
0.178,0.158,243.63,0.8,0.0,0.0,1.0
0.218,0.0,242.42,0.8,0.0,0.0,0.0
3.77,0.266,241.26,15.6,2.0,38.0,17.0
0.35,0.078,240.5,1.4,0.0,0.0,1.0
4.726,0.168,235.71,20.2,0.0,25.0,18.0
0.466,0.226,241.18,2.2,0.0,0.0,0.0
0.35,0.148,246.01,1.4,0.0,0.0,0.0
1.414,0.0,242.59,5.8,0.0,0.0,19.0
0.156,0.0,241.82,0.6,0.0,0.0,1.0
0.386,0.232,238.85,1.8,0.0,0.0,0.0
0.886,0.256,243.17,3.8,0.0,0.0,0.0
0.318,0.052,244.53,1.4,0.0,0.0,0.0
0.636,0.192,241.66,3.0,0.0,0.0,7.0
2.248,0.056,238.25,9.4,0.0,0.0,18.0
1.47,0.242,242.64,6.0,0.0,1.0,0.0
1.476,0.096,242.51,6.0,1.0,2.0,19.0
1.138,0.0,231.05,4.8,0.0,0.0,17.0
1.586,0.076,241.52,6.6,0.0,0.0,18.0
3.492,0.046,236.36,14.6,38.0,0.0,18.0
0.228,0.0,243.54,0.8,0.0,0.0,1.0
0.302,0.048,239.54,1.2,0.0,0.0,1.0
0.412,0.0,245.22,2.0,0.0,0.0,0.0
2.884,0.284,238.17,12.0,0.0,2.0,18.0
1.646,0.088,242.62,6.8,0.0,0.0,18.0
0.29,0.128,242.87,1.4,0.0,0.0,1.0
0.296,0.098,239.52,1.2,0.0,0.0,0.0
0.454,0.33,240.14,2.4,0.0,2.0,1.0
3.118,0.074,236.94,13.2,0.0,0.0,17.0
1.64,0.48,238.78,7.0,0.0,1.0,18.0
0.386,0.168,240.27,1.8,0.0,2.0,0.0
0.404,0.348,238.93,2.2,0.0,1.0,1.0
1.292,0.0,236.52,5.4,0.0,0.0,1.0
0.08,0.0,240.9,0.2,0.0,0.0,0.0
1.124,0.172,239.36,4.8,2.0,1.0,0.0
3.906,0.048,246.12,15.8,40.0,1.0,20.0
0.294,0.062,243.92,1.2,0.0,0.0,0.0
1.4,0.054,247.5,5.6,0.0,0.0,19.0
0.348,0.108,239.94,1.4,0.0,0.0,0.0
0.358,0.074,242.52,1.8,0.0,0.0,0.0
1.374,0.0,246.53,5.4,0.0,0.0,19.0
1.448,0.102,240.37,6.0,1.0,0.0,18.0
1.296,0.23,237.43,5.4,0.0,0.0,11.0
0.366,0.236,242.88,1.8,0.0,1.0,0.0
2.63,0.0,240.32,11.0,2.0,0.0,18.0
1.662,0.238,242.62,6.8,0.0,0.0,19.0
0.686,0.442,244.03,3.2,0.0,0.0,1.0
0.388,0.128,245.93,1.6,0.0,0.0,0.0
0.504,0.162,242.43,2.2,0.0,0.0,1.0
1.39,0.068,242.5,5.8,0.0,0.0,0.0
1.91,0.09,238.04,8.0,0.0,0.0,18.0
0.512,0.2,239.58,2.4,0.0,0.0,1.0
2.074,0.266,239.65,8.6,0.0,1.0,29.0
1.548,0.158,238.46,6.4,0.0,0.0,18.0
0.222,0.0,235.8,1.0,0.0,0.0,0.0
3.122,0.118,233.5,13.4,0.0,29.0,16.0
1.57,0.318,241.21,6.6,0.0,1.0,18.0
1.524,0.19,241.79,6.2,0.0,0.0,18.0
2.238,0.388,241.98,9.8,0.0,0.0,18.0
3.222,0.41,236.96,14.0,1.0,1.0,17.0
0.68,0.212,241.78,3.0,0.0,1.0,0.0
0.348,0.146,246.59,1.4,0.0,0.0,0.0
1.5,0.332,240.0,6.4,0.0,1.0,19.0
0.142,0.0,242.2,0.6,0.0,0.0,1.0
1.956,0.176,238.78,8.6,27.0,0.0,1.0
0.216,0.12,242.38,1.2,0.0,1.0,0.0
0.312,0.108,247.79,1.2,1.0,0.0,1.0
0.364,0.074,244.45,1.6,0.0,0.0,0.0
0.348,0.146,246.1,1.4,0.0,0.0,1.0
2.238,0.226,237.99,10.2,15.0,1.0,1.0
2.908,0.054,239.23,12.2,0.0,1.0,18.0
0.228,0.122,239.66,1.2,0.0,2.0,0.0
0.22,0.048,247.03,0.8,0.0,0.0,0.0
0.268,0.078,240.77,1.2,0.0,0.0,0.0
0.606,0.172,241.33,2.8,0.0,0.0,0.0
1.214,0.0,242.54,5.0,0.0,0.0,18.0
0.282,0.074,242.32,1.2,0.0,0.0,0.0
0.368,0.0,243.03,1.8,0.0,0.0,1.0
0.31,0.242,237.78,1.6,0.0,2.0,0.0
0.252,0.142,242.01,1.2,0.0,0.0,0.0
0.342,0.178,241.81,1.6,0.0,0.0,0.0
0.218,0.0,241.99,0.8,0.0,0.0,0.0
0.296,0.218,240.77,1.4,0.0,0.0,0.0
4.666,0.0,240.21,19.6,0.0,37.0,18.0
0.208,0.0,241.43,1.0,0.0,0.0,0.0
0.252,0.0,242.25,1.0,0.0,0.0,1.0
1.926,0.06,240.52,8.0,0.0,0.0,18.0
0.174,0.102,238.6,0.8,0.0,0.0,0.0
1.444,0.0,243.12,5.8,0.0,0.0,19.0
0.2,0.0,242.11,0.8,0.0,0.0,1.0
1.354,0.168,235.83,5.8,0.0,0.0,18.0
0.606,0.168,240.74,2.8,0.0,0.0,0.0
1.512,0.092,243.55,6.2,0.0,0.0,19.0
3.53,0.096,235.66,15.0,1.0,0.0,17.0
0.236,0.046,244.77,1.0,0.0,0.0,0.0
2.848,0.064,239.19,12.0,0.0,0.0,17.0
1.848,0.284,243.46,7.8,0.0,0.0,0.0
6.472,0.322,239.51,27.2,0.0,69.0,18.0
1.722,0.0,243.46,7.2,0.0,3.0,19.0
0.308,0.08,241.98,1.2,0.0,0.0,0.0
0.218,0.0,239.54,1.0,0.0,0.0,0.0
0.3,0.132,241.72,1.2,0.0,0.0,0.0
0.146,0.0,238.73,0.6,0.0,0.0,1.0
0.31,0.048,239.65,1.2,0.0,0.0,0.0
1.388,0.112,235.49,5.8,0.0,0.0,17.0
0.218,0.128,240.48,1.0,0.0,1.0,1.0
0.408,0.258,242.22,2.0,0.0,2.0,1.0
1.258,0.078,238.85,5.2,0.0,0.0,18.0
1.774,0.166,240.12,7.4,0.0,1.0,18.0
0.296,0.112,241.27,1.2,0.0,2.0,0.0
1.376,0.08,240.44,5.6,0.0,0.0,20.0
2.358,0.0,242.52,10.0,0.0,0.0,18.0
1.472,0.172,236.11,6.2,2.0,0.0,17.0
1.672,0.08,239.49,7.0,0.0,0.0,18.0
0.262,0.17,238.7,1.2,0.0,0.0,0.0
0.534,0.222,243.08,2.4,0.0,0.0,1.0
0.226,0.0,242.88,1.0,0.0,1.0,0.0
1.522,0.054,240.57,6.2,1.0,0.0,18.0
0.26,0.072,240.76,1.2,0.0,0.0,1.0
1.418,0.0,233.98,6.2,0.0,0.0,23.0
1.384,0.202,236.34,5.8,0.0,2.0,18.0
0.276,0.106,242.21,1.2,0.0,0.0,1.0
0.158,0.0,243.23,0.8,0.0,0.0,0.0
1.426,0.098,241.26,5.8,0.0,1.0,18.0
3.176,0.132,235.41,14.4,0.0,2.0,17.0
1.322,0.0,238.31,5.6,1.0,0.0,1.0
1.462,0.084,238.36,6.0,0.0,0.0,18.0
0.404,0.24,241.62,2.0,0.0,0.0,0.0
1.416,0.104,237.63,6.0,0.0,1.0,0.0
0.548,0.048,241.09,2.6,0.0,0.0,1.0
0.392,0.234,243.38,1.8,0.0,2.0,0.0
1.522,0.238,242.71,6.2,0.0,1.0,18.0
0.408,0.112,238.81,2.0,0.0,0.0,0.0
1.394,0.0,241.31,5.6,1.0,0.0,18.0
0.304,0.242,242.68,1.6,0.0,0.0,1.0
1.314,0.138,239.82,5.4,0.0,0.0,1.0
1.422,0.196,236.37,6.0,0.0,1.0,17.0
1.41,0.086,240.82,5.8,0.0,0.0,19.0
0.226,0.092,234.28,1.0,0.0,0.0,0.0
1.658,0.196,242.79,6.8,0.0,0.0,18.0
0.206,0.0,243.64,0.8,0.0,0.0,0.0
0.274,0.0,248.15,1.2,0.0,0.0,0.0
1.52,0.126,236.53,6.4,0.0,0.0,3.0
0.342,0.064,247.2,1.4,0.0,1.0,0.0
0.336,0.192,241.86,1.6,0.0,1.0,0.0
1.628,0.0,240.67,6.8,1.0,0.0,0.0
0.332,0.112,241.53,1.4,0.0,2.0,0.0
0.254,0.054,247.1,1.0,0.0,0.0,0.0
0.488,0.0,238.27,2.0,0.0,0.0,1.0
0.382,0.202,240.85,1.8,0.0,1.0,0.0
3.576,0.062,238.64,14.8,39.0,0.0,18.0
0.21,0.102,240.68,1.0,0.0,0.0,1.0
0.246,0.256,240.78,1.4,0.0,0.0,0.0
0.15,0.0,242.24,0.6,0.0,0.0,1.0
0.352,0.234,242.71,1.8,0.0,1.0,1.0
4.09,0.25,238.19,17.4,45.0,0.0,18.0
0.21,0.0,237.68,0.8,0.0,0.0,0.0
1.49,0.112,240.71,6.2,0.0,1.0,18.0
1.298,0.094,240.97,5.4,0.0,0.0,19.0
1.394,0.224,242.75,5.8,0.0,1.0,19.0
0.526,0.23,242.42,2.4,0.0,0.0,1.0
0.296,0.206,243.01,1.4,0.0,0.0,0.0
1.416,0.1,242.01,5.8,0.0,0.0,18.0
1.68,0.108,242.86,6.8,0.0,1.0,1.0
2.464,0.0,235.53,10.4,0.0,0.0,17.0
1.274,0.0,239.86,5.2,0.0,0.0,18.0
0.678,0.084,244.17,2.8,0.0,1.0,1.0
0.528,0.238,240.82,2.4,0.0,0.0,0.0
1.428,0.464,237.67,6.2,0.0,2.0,12.0
0.512,0.49,241.29,2.8,0.0,0.0,0.0
0.242,0.108,239.98,1.0,0.0,0.0,0.0
3.306,0.228,242.78,13.6,0.0,1.0,18.0
1.614,0.0,243.0,6.6,0.0,0.0,18.0
1.066,0.198,240.25,4.4,0.0,0.0,0.0
0.31,0.058,243.54,1.2,0.0,0.0,0.0
1.51,0.206,243.99,6.2,0.0,0.0,18.0
2.56,0.194,239.72,10.6,0.0,1.0,22.0
0.248,0.122,238.31,1.2,0.0,0.0,0.0
1.538,0.074,242.27,6.2,0.0,0.0,18.0
0.358,0.0,238.02,1.4,0.0,0.0,0.0
1.504,0.114,242.63,6.2,0.0,0.0,18.0
0.214,0.0,240.58,0.8,0.0,0.0,0.0
0.246,0.098,240.71,1.0,0.0,1.0,1.0
0.818,0.0,241.92,3.4,0.0,0.0,1.0
0.234,0.118,240.19,1.0,0.0,0.0,0.0
0.23,0.138,233.88,1.2,0.0,1.0,0.0
0.364,0.232,242.55,1.8,0.0,0.0,1.0
4.83,0.134,233.27,21.0,0.0,17.0,17.0
1.562,0.0,239.42,6.4,0.0,0.0,0.0
1.502,0.092,245.09,6.0,0.0,1.0,18.0
1.88,0.24,241.84,7.8,0.0,0.0,18.0
4.268,0.0,244.21,17.4,0.0,38.0,19.0
0.206,0.0,236.78,0.8,0.0,0.0,0.0
0.358,0.182,240.71,1.6,0.0,2.0,1.0
1.358,0.076,239.26,5.6,0.0,1.0,17.0
3.554,0.286,238.25,15.2,0.0,39.0,0.0
1.286,0.0,232.83,5.4,0.0,0.0,16.0
0.31,0.104,239.73,1.4,0.0,0.0,0.0
1.528,0.21,240.21,6.4,0.0,2.0,19.0
1.446,0.13,242.68,6.0,0.0,0.0,19.0
2.622,0.084,239.38,11.2,0.0,0.0,18.0
0.56,0.064,242.23,2.6,0.0,0.0,1.0
0.236,0.0,239.99,1.0,0.0,0.0,0.0
3.298,0.118,237.58,14.0,0.0,32.0,18.0
0.222,0.104,240.39,1.0,0.0,0.0,0.0
1.438,0.22,243.16,6.0,0.0,0.0,19.0
1.644,0.246,236.59,7.2,0.0,0.0,0.0
0.282,0.124,240.55,1.2,0.0,0.0,0.0
1.478,0.062,241.09,6.2,0.0,0.0,19.0
1.458,0.286,239.24,6.2,0.0,2.0,18.0
2.034,0.068,240.46,8.4,0.0,0.0,0.0
1.412,0.176,238.72,5.8,0.0,1.0,18.0
2.534,0.046,243.15,10.4,0.0,0.0,18.0
1.292,0.162,233.48,5.6,0.0,0.0,17.0
0.462,0.324,239.31,2.2,0.0,1.0,0.0
0.236,0.132,241.92,1.0,0.0,0.0,1.0
0.234,0.0,245.55,1.0,0.0,0.0,0.0
0.352,0.134,243.85,1.6,0.0,0.0,0.0
1.974,0.0,233.61,8.6,0.0,3.0,4.0
0.434,0.104,245.94,1.8,0.0,0.0,0.0
0.34,0.216,243.74,1.6,0.0,0.0,1.0
1.01,0.25,246.2,4.2,0.0,0.0,0.0
2.09,0.384,240.5,8.8,1.0,1.0,18.0
0.47,0.138,244.39,2.0,0.0,0.0,1.0
0.934,0.098,241.72,3.8,0.0,0.0,1.0
2.498,0.0,237.37,10.4,0.0,0.0,17.0
0.248,0.05,241.02,1.0,0.0,0.0,0.0
0.258,0.108,243.21,1.2,0.0,0.0,1.0
0.326,0.11,245.92,1.4,0.0,0.0,0.0
1.404,0.114,243.72,5.8,0.0,18.0,1.0
0.104,0.0,241.46,0.4,0.0,0.0,0.0
1.554,0.106,237.22,6.4,1.0,0.0,18.0
0.216,0.058,242.41,0.8,0.0,0.0,0.0
0.44,0.0,240.82,2.0,0.0,0.0,1.0
0.828,0.166,245.73,3.6,0.0,0.0,0.0
2.51,0.196,239.57,10.4,2.0,0.0,18.0
1.36,0.074,239.05,5.6,0.0,0.0,18.0
0.154,0.12,239.36,0.8,0.0,0.0,1.0
2.344,0.068,240.31,9.6,0.0,0.0,18.0
1.352,0.0,245.01,5.4,0.0,1.0,18.0
0.372,0.15,244.23,1.6,0.0,0.0,1.0
0.554,0.122,244.03,2.4,0.0,0.0,1.0
2.718,0.152,235.12,11.6,0.0,0.0,17.0
0.316,0.112,243.16,1.4,0.0,2.0,1.0
1.858,0.0,240.24,7.6,0.0,0.0,18.0
1.438,0.176,238.83,6.0,0.0,0.0,18.0
0.316,0.088,244.93,1.2,0.0,0.0,0.0
2.608,0.24,232.4,11.2,0.0,0.0,16.0
2.492,0.0,237.39,10.6,0.0,0.0,18.0
0.288,0.0,244.73,1.2,0.0,0.0,1.0
4.054,0.208,239.67,16.8,38.0,1.0,19.0
0.344,0.278,242.41,1.8,0.0,2.0,1.0
0.364,0.068,247.15,1.4,0.0,0.0,0.0
1.42,0.064,238.95,5.8,0.0,0.0,17.0
0.156,0.0,241.23,0.6,0.0,0.0,1.0
1.146,0.278,241.27,5.0,1.0,0.0,1.0
1.496,0.096,246.2,6.0,0.0,0.0,18.0
1.534,0.048,246.26,6.2,0.0,0.0,19.0
0.208,0.0,243.88,0.8,0.0,0.0,0.0
0.77,0.22,239.6,3.2,0.0,2.0,1.0
1.67,0.088,236.66,7.0,0.0,1.0,17.0
0.316,0.104,241.66,1.4,0.0,0.0,0.0
1.524,0.106,241.51,6.2,0.0,0.0,19.0
0.176,0.096,237.47,0.8,0.0,0.0,0.0
0.192,0.108,232.78,0.8,0.0,0.0,0.0
1.706,0.418,240.25,7.6,0.0,2.0,17.0
0.364,0.254,243.85,1.8,0.0,2.0,0.0
2.934,0.058,240.37,12.2,0.0,0.0,18.0
0.256,0.142,242.42,1.2,0.0,0.0,1.0
3.476,0.0,237.97,14.6,0.0,1.0,1.0
1.386,0.06,240.91,5.8,0.0,0.0,18.0
0.836,0.0,240.45,3.4,0.0,0.0,1.0
0.246,0.062,244.06,1.0,0.0,0.0,1.0
1.854,0.324,240.16,7.8,0.0,1.0,18.0
0.406,0.22,241.32,1.8,0.0,2.0,0.0
0.818,0.0,248.51,3.2,0.0,0.0,1.0
4.204,0.0,238.6,17.6,0.0,31.0,18.0
3.686,0.4,239.08,15.4,0.0,35.0,17.0
0.184,0.102,240.98,0.8,0.0,0.0,0.0
0.216,0.07,239.4,1.0,0.0,0.0,0.0
0.3,0.074,235.56,1.2,0.0,0.0,0.0
0.268,0.09,241.15,1.2,0.0,0.0,1.0
0.826,0.218,239.69,3.6,0.0,0.0,11.0
1.6,0.088,239.01,6.6,0.0,0.0,18.0
0.426,0.08,243.19,2.0,0.0,0.0,0.0
1.72,0.092,238.27,7.2,0.0,0.0,18.0
1.074,0.212,240.15,4.4,0.0,1.0,1.0
1.196,0.0,238.76,5.0,0.0,0.0,18.0
0.22,0.11,240.03,1.0,0.0,0.0,1.0
1.784,0.0,238.99,7.4,0.0,0.0,18.0
0.176,0.154,241.47,0.8,0.0,0.0,1.0
0.252,0.082,239.68,1.0,0.0,0.0,0.0
0.32,0.106,242.83,1.4,0.0,0.0,0.0
1.322,0.05,239.59,5.4,0.0,0.0,18.0
1.314,0.122,242.46,5.4,0.0,0.0,0.0
0.21,0.0,241.63,1.0,0.0,0.0,0.0
1.856,0.228,244.44,7.6,0.0,0.0,19.0
0.928,0.394,242.44,4.0,0.0,0.0,10.0
2.044,0.246,240.14,8.4,0.0,1.0,1.0
0.182,0.0,243.15,0.8,0.0,0.0,1.0
0.246,0.0,249.22,1.0,0.0,0.0,1.0
2.852,0.214,238.71,12.0,0.0,2.0,18.0
0.422,0.124,246.01,1.8,0.0,0.0,0.0
0.218,0.0,243.01,0.8,0.0,0.0,0.0
0.082,0.0,242.61,0.2,0.0,0.0,1.0
1.278,0.0,238.94,5.2,0.0,0.0,17.0
1.45,0.102,245.92,5.8,0.0,1.0,20.0
3.36,0.314,239.89,15.2,0.0,0.0,0.0
0.392,0.194,243.65,1.8,0.0,0.0,0.0
0.272,0.232,238.49,1.4,0.0,0.0,0.0
0.702,0.292,236.51,4.2,2.0,2.0,0.0
0.324,0.12,244.46,1.4,0.0,0.0,0.0
0.226,0.082,240.05,1.0,0.0,0.0,1.0
1.54,0.054,240.08,6.4,0.0,0.0,18.0
1.516,0.058,238.03,6.4,0.0,0.0,18.0
0.24,0.128,243.21,1.0,0.0,1.0,0.0
0.958,0.18,237.72,4.0,0.0,2.0,0.0
0.882,0.046,242.6,3.8,0.0,0.0,6.0
1.338,0.062,236.68,5.6,0.0,0.0,17.0
1.406,0.162,238.65,5.8,1.0,0.0,0.0
0.354,0.11,245.15,1.6,0.0,0.0,1.0
2.516,0.076,240.83,10.4,0.0,0.0,18.0
0.326,0.102,244.78,1.4,0.0,0.0,0.0
0.242,0.0,245.69,1.0,0.0,0.0,1.0
0.216,0.128,242.11,1.0,0.0,1.0,0.0
6.582,0.182,236.44,27.8,0.0,73.0,17.0
0.126,0.0,237.2,0.6,0.0,0.0,0.0
1.916,0.306,241.81,8.0,0.0,0.0,19.0
3.422,0.064,239.07,14.2,38.0,0.0,0.0
0.238,0.1,239.75,1.0,0.0,0.0,0.0
0.146,0.0,236.57,0.8,0.0,0.0,0.0
1.56,0.154,238.72,6.6,1.0,1.0,18.0
3.156,0.0,241.58,13.2,1.0,30.0,18.0
0.408,0.226,243.47,1.8,0.0,1.0,1.0
0.358,0.25,241.9,1.8,0.0,1.0,0.0
0.706,0.19,241.71,3.0,0.0,0.0,1.0
1.636,0.208,240.66,6.8,0.0,1.0,19.0
1.406,0.072,241.32,5.8,0.0,0.0,18.0
0.282,0.194,240.37,1.4,0.0,0.0,0.0
5.222,0.26,239.18,21.8,39.0,0.0,17.0
2.982,0.066,241.24,12.4,0.0,0.0,19.0
0.354,0.21,238.89,1.6,0.0,2.0,1.0
1.366,0.072,238.79,5.6,0.0,0.0,18.0
1.416,0.0,239.19,5.8,0.0,0.0,17.0
0.402,0.106,241.6,1.8,0.0,0.0,1.0
1.504,0.16,240.11,6.2,0.0,0.0,19.0
1.28,0.226,240.8,6.8,0.0,0.0,6.0
2.406,0.194,232.68,10.2,0.0,0.0,0.0
0.362,0.158,242.92,1.6,0.0,0.0,0.0
0.306,0.082,247.07,1.2,0.0,1.0,0.0
1.218,0.0,234.14,5.2,0.0,0.0,17.0
0.312,0.102,245.42,1.2,0.0,0.0,0.0
0.484,0.226,242.21,2.2,0.0,1.0,0.0
2.384,0.048,243.5,9.8,0.0,0.0,0.0
0.158,0.14,240.64,0.8,0.0,1.0,1.0
0.318,0.21,238.85,1.6,0.0,0.0,1.0
1.392,0.104,242.46,5.6,0.0,1.0,18.0
2.01,0.436,235.14,9.0,0.0,24.0,0.0
0.28,0.214,242.35,1.4,0.0,0.0,0.0
2.722,0.056,240.98,11.2,0.0,0.0,17.0
1.192,0.064,239.37,5.0,0.0,0.0,1.0
2.968,0.454,239.32,12.6,0.0,26.0,17.0
1.716,0.0,239.33,7.2,0.0,0.0,0.0
1.544,0.264,243.36,6.4,0.0,2.0,19.0
0.306,0.106,243.41,1.2,0.0,1.0,1.0
0.382,0.192,243.92,1.6,0.0,0.0,0.0
3.828,0.054,240.6,15.8,0.0,39.0,18.0
0.402,0.188,243.75,1.8,0.0,1.0,0.0
4.576,0.154,240.64,19.0,0.0,38.0,18.0
2.788,0.336,241.59,12.4,27.0,0.0,1.0
1.698,0.298,242.15,7.0,0.0,0.0,18.0
0.342,0.052,242.48,1.6,0.0,0.0,0.0
2.49,0.226,241.84,10.2,0.0,1.0,0.0
1.478,0.14,244.12,6.0,0.0,0.0,19.0
0.35,0.12,248.84,1.4,0.0,0.0,1.0
1.294,0.744,242.62,6.4,0.0,1.0,1.0
0.374,0.0,243.28,1.6,0.0,0.0,0.0
1.432,0.066,247.6,5.8,0.0,0.0,19.0
1.694,0.192,240.99,7.0,0.0,1.0,17.0
0.312,0.244,243.14,1.6,0.0,1.0,0.0
0.166,0.142,241.3,0.8,0.0,1.0,1.0
2.552,0.176,240.4,10.6,0.0,0.0,19.0
0.382,0.214,244.46,1.8,0.0,1.0,0.0
1.296,0.054,235.97,5.4,0.0,0.0,17.0
0.222,0.056,240.0,1.0,0.0,0.0,1.0
0.248,0.258,241.75,1.4,0.0,0.0,1.0
0.214,0.084,241.39,1.0,0.0,0.0,0.0
0.148,0.0,242.82,0.6,0.0,0.0,1.0
0.306,0.074,245.47,1.2,0.0,0.0,1.0
0.26,0.05,245.14,1.2,0.0,0.0,0.0
0.252,0.0,241.37,1.2,0.0,0.0,0.0
1.382,0.064,243.44,5.6,0.0,0.0,19.0
0.412,0.336,240.33,2.2,0.0,1.0,1.0
0.928,0.23,240.36,3.8,0.0,0.0,0.0
2.936,0.436,239.17,12.8,7.0,0.0,18.0
0.42,0.196,240.19,1.8,0.0,0.0,1.0
2.114,0.0,242.85,8.6,0.0,0.0,18.0
0.434,0.088,236.11,2.2,0.0,0.0,0.0
5.978,0.3,236.45,25.2,0.0,74.0,18.0
1.362,0.052,243.51,5.6,0.0,0.0,18.0
0.334,0.076,244.17,1.4,0.0,0.0,1.0
0.312,0.25,239.68,1.6,0.0,1.0,0.0
4.046,0.234,231.31,17.4,0.0,34.0,16.0
0.632,0.17,244.95,3.0,0.0,2.0,0.0
1.316,0.0,241.67,5.4,0.0,0.0,19.0
0.74,0.0,240.95,3.0,0.0,0.0,1.0
1.198,0.102,232.94,5.0,0.0,0.0,16.0
0.252,0.0,244.74,1.0,0.0,0.0,1.0
0.156,0.122,241.2,0.8,0.0,0.0,0.0
1.384,0.082,239.25,5.8,0.0,0.0,18.0
0.336,0.174,242.12,1.6,0.0,1.0,0.0
0.324,0.088,244.03,1.4,0.0,1.0,1.0
0.31,0.052,238.37,1.2,0.0,0.0,0.0
0.216,0.074,237.56,1.0,0.0,0.0,1.0
0.34,0.21,243.21,1.6,0.0,1.0,0.0
1.44,0.112,236.16,6.2,0.0,0.0,18.0
1.204,0.0,236.59,5.0,0.0,0.0,1.0
0.11,0.0,241.8,0.6,0.0,0.0,0.0
0.148,0.0,237.82,0.6,0.0,0.0,0.0
0.372,0.104,245.44,1.6,0.0,1.0,0.0
0.82,0.25,239.9,3.6,0.0,1.0,1.0
1.814,0.112,241.67,7.4,0.0,0.0,1.0
0.316,0.248,242.18,1.6,0.0,0.0,0.0
1.752,0.314,242.95,7.2,0.0,1.0,0.0
1.096,0.0,232.54,4.6,0.0,0.0,17.0
1.74,0.104,241.4,7.2,0.0,1.0,19.0
1.368,0.052,242.28,5.6,0.0,0.0,18.0
0.604,0.284,235.4,2.8,0.0,0.0,0.0
1.368,0.07,236.61,5.8,0.0,0.0,18.0
0.208,0.054,243.18,0.8,0.0,0.0,0.0
1.402,0.066,241.7,5.8,0.0,0.0,19.0
1.198,0.092,246.44,4.8,0.0,0.0,1.0
1.618,0.068,244.33,6.6,0.0,1.0,19.0
0.24,0.126,239.45,1.0,0.0,0.0,1.0
2.572,0.102,239.59,10.6,0.0,0.0,18.0
0.228,0.046,237.54,1.0,0.0,0.0,1.0
0.196,0.124,237.49,1.0,0.0,0.0,0.0
2.568,0.054,238.6,10.8,0.0,0.0,18.0
1.26,0.108,234.28,5.4,0.0,0.0,17.0
0.714,0.0,244.7,2.8,0.0,0.0,0.0
1.818,0.358,238.78,7.8,0.0,0.0,1.0
0.648,0.176,242.13,2.8,0.0,1.0,1.0
1.448,0.12,240.05,6.0,0.0,0.0,18.0
1.562,0.228,244.86,6.4,0.0,2.0,19.0
0.348,0.0,240.71,1.6,0.0,0.0,0.0
1.636,0.088,238.05,6.8,0.0,0.0,0.0
1.572,0.116,243.07,6.4,0.0,0.0,18.0
5.284,0.078,235.46,22.4,37.0,0.0,17.0
0.676,0.0,240.97,2.8,0.0,0.0,1.0
0.156,0.0,240.98,0.6,0.0,0.0,1.0
0.296,0.092,244.23,1.2,0.0,2.0,0.0
1.958,0.078,241.83,8.4,0.0,0.0,18.0
2.598,0.192,233.4,11.2,1.0,1.0,17.0
0.328,0.258,243.59,1.6,0.0,0.0,1.0
0.544,0.09,247.75,2.2,0.0,0.0,0.0
0.45,0.126,242.06,1.8,0.0,0.0,0.0
1.36,0.046,244.63,5.4,0.0,0.0,19.0
4.652,0.222,239.53,19.6,39.0,0.0,9.0
1.31,0.0,240.61,5.4,0.0,0.0,17.0
2.528,0.0,241.34,10.4,0.0,0.0,18.0
0.318,0.108,238.38,1.4,0.0,0.0,0.0
0.326,0.212,239.73,1.6,0.0,0.0,1.0
1.026,0.398,244.96,4.4,0.0,1.0,13.0
0.318,0.126,244.68,1.4,0.0,0.0,1.0
2.304,0.344,240.39,9.6,0.0,4.0,18.0
0.414,0.0,245.33,2.0,0.0,0.0,0.0
3.426,0.168,231.02,14.8,0.0,37.0,16.0
1.52,0.088,242.54,6.2,0.0,0.0,19.0
1.908,0.242,243.86,7.8,0.0,2.0,0.0
1.842,0.0,244.83,7.6,0.0,0.0,19.0
0.256,0.0,242.3,1.2,0.0,0.0,0.0
3.142,0.372,237.15,13.4,0.0,23.0,18.0
0.286,0.198,239.27,1.4,0.0,2.0,1.0
0.278,0.1,242.65,1.2,0.0,1.0,1.0
0.546,0.244,239.68,2.6,0.0,0.0,1.0
3.916,0.406,238.9,17.0,36.0,1.0,18.0
1.686,0.318,237.04,7.4,0.0,0.0,18.0
0.78,0.074,239.07,3.2,0.0,0.0,1.0
0.636,0.196,240.79,2.8,0.0,2.0,0.0
0.188,0.062,234.76,0.8,0.0,0.0,0.0
0.354,0.098,238.22,1.6,0.0,0.0,0.0
3.496,0.254,234.79,14.8,1.0,0.0,16.0
0.302,0.108,241.29,1.2,0.0,1.0,0.0
0.304,0.16,245.02,1.4,0.0,1.0,0.0
0.194,0.0,242.74,0.8,0.0,0.0,1.0
0.234,0.0,243.23,1.0,0.0,0.0,1.0
4.218,0.086,244.53,17.4,0.0,0.0,18.0
0.454,0.228,241.5,2.2,0.0,0.0,0.0
0.91,0.052,242.34,3.8,0.0,0.0,0.0
1.52,0.12,245.64,6.2,0.0,0.0,20.0
0.494,0.218,241.36,2.2,0.0,1.0,0.0
0.364,0.226,239.79,1.8,0.0,0.0,1.0
0.294,0.086,244.68,1.2,0.0,2.0,0.0
0.234,0.092,240.97,1.0,0.0,0.0,0.0
